Resource URI	root.title	Graphics.GraphicType	Graphics.GraphicsManufacturer	Graphics.Graphicscard	Graphics.GraphicsMemory	Processor.ClockSpeed	KeySpecification.Processormanufacturer	Processor.ProcessorModel	Processor.ProcessorNumber	Storage.Harddrivecapacity	Storage.SSDCapacity	Memory.Memorytype	Memory.RAMMemory	root.price	KeySpecification.Formfactor	Operatingsystem.OperatingSystem	Warranty.ManufacturerWarranty	KeySpecification.Screensize	Display.ScreenResolution
http://www.debenhamsplus.com/desktops/p/1067064/hp-workstation-z240-mt-1-x-core-i5-6600-3.3-ghz-ram-8-gb-hdd-1-tb-dvd-supermulti-hd-graphics-530-gige-windows-7-professional-64-bit-edition-windows-10-pro-downg	toshiba tecra z50-c-12f core i7-6600u 16gb 256gb ssd geforce 930m 15.6 inch windows 7 professional l	dedicated	nvidia	geforce 930m		2.6ghz	intel	intel core i7	6600u		256gb	ddr3l sdram	16gb	£194.97		windows 7 pro	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1144782/lenovo-thinkstation-p410-30b3-xeon-e5-1630v4-16gb-256gb-ssd-dvd-rw-windows-10-professional-desktop	hp probook 640 g2 core i5-6200u 4gb 500gb dvd-rw 14 inch windows 7 professional laptop	integrated				2.3ghz	intel	intel core i5	6200u	500gb		ddr4 sdram	4gb	£84.97		windows 10 pro	1 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/1183699/msi-cubi-2-014uk-core-i3-7100u-4gb-128gb-ssd-windows-10-desktop	msi titan sli 4k gt73vr core i7-7820hk 32gb 1tb + 512gb ssd 2x geforce gtx 1070 17.3 inch windows 10	dedicated	nvidia	geforce gtx 1070	8gb	2.9	intel	intel core i7	i7-7820hk	1	512	ddr4 sdram	32gb	£404.97		windows 10	2 years warranty	17.3in	
http://www.debenhamsplus.com/desktops/p/1143918/msi-aegis-033eu-b56400-core-i5-6400-16gb-1tb-256gb-ssd-geforce-gtx-1070-8gb-dvd-rw-windows-10-gaming-desktop	fujitsu lifebook a557 core i5-7200u 8gb 256gb ssd 15.6 inch windows 10 professional laptop	integrated				2.5ghz	intel	intel	7200u		256gb	ddr4 sdram	8gb	£66.97		windows 10 pro	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1210838/hp-280-g2-core-i5-4gb-500gb-dvd-rw-windows-10-professional-desktop-aoc-21.5-hd-ready-monitor	toshiba portégé z30-c-16j core i5-6200u 8gb 256gb ssd 13.3 inch windows 10 professional laptop	integrated				2.3ghz	intel	intel core i5	6200u		256gb	ddr3l sdram	8gb	£284.97		windows 10 pro	1 year warranty	13.3in	
http://www.debenhamsplus.com/desktops/p/1193372/asus-zen-core-i5-7200u-8gb-1tb-geforce-gtx-940mx-23.8-inch-windows-10-all-in-one	toshiba sat pro pentium 4405u 4gb 128gb ssd dvd-rw 14 inch windows 10 professional laptop	integrated					intel	intel pentium	4405u		128gb		4gb	£25.97		windows 10 pro	1 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/1205860/new-apple-imac-core-i5-8gb-2tb-3.8ghz-27-inch-all-in-one-with-retina-5k-display	hp omen 17-w111na core i7-6700hq 16gb 512gb ssd geforce gtx 1070 17.3 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1070	8gb	2.6ghz	intel	intel core i7	6700hq		512gb	ddr4 sdram	16gb	£270.97		windows 10	1 year warranty	17.3in	
http://www.debenhamsplus.com/desktops/p/1160637/hewlett-packard-hp-t630-amd-gx-420gi-2ghz-8gb-32gb-windows-10-iot-thin-client-desktop	hp elitebook folio g1 core m5-6y54 8gb 256gb ssd 12.5 inch windows 10 professional laptop	integrated				1.1ghz	intel	core m5	6y54		256gb	lpddr3 sdram	8gb	£291.97		windows 10 pro	3 year warranty	12.5in	
http://www.debenhamsplus.com/desktops/p/1160170/hewlett-packard-hp-omen-x-core-i7-6700k-32gb-2tb-512gb-ssd-geforce-gtx-1070-8gb-windows-10-gaming-desktop	asus celeron n3060 2gb 32gb 13.3 inch chrome os chromebook - red	integrated				1.6ghz	intel	intel celeron	n3060			lpddr3 sdram	4gb	£33.97		chrome os	1 year warranty	13.3in	
http://www.debenhamsplus.com/desktops/p/1196847/dell-optiplex-3050-i3-7100t-4gb-500gb-dvd-rw-19.5-inch-windows-10-professional-all-in-one	msi stealth pro gs73vr 6rf core i7-6700hq 16gb 2tb 128gb ssd nvidia geforce gtx 1060 17.3 inch gaming laptop	dedicated	nvidia	geforce gtx 1060			intel	intel core i7	6700hq		128gb		16gb	£197.97			1 year warranty	17.3in	
http://www.debenhamsplus.com/desktops/p/1150740/asus-rog-g11cd-uk037t-core-i5-6400-8gb-1tb-geforce-gtx-1070-8gb-dvd-rw-windows-10-gaming-desktop	hp elitebook 1040 g3 core i7-6500u 8gb 256gb ssd 14 inch windows 10 proffesional laptop	integrated				2.5ghz	intel	intel core i7	6500u		256gb	ddr4 sdram	8gb	£344.98		windows 10 pro	3 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/1160132/hewlett-packard-hp-omen-870-180na-core-i5-6400-8gb-2tb-128gb-ssd-geforce-gtx-1080-8gb-windows-10-gaming-desktop	hp elitebook 840 g4 core i5-7200u 4gb 256gb ssd 14 inch windows 10 professional laptop	integrated				2.5ghz	intel	intel core i5	7200u		256gb	ddr4 sdram	4gb	£350.97		windows 10 pro	3 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/917108/lenovo-p900-intel-xeon-e5-60v3-4gb-1tb-windows-7-professional-workstation-desktop	lenovo thinkpad e560 20ev core i7-6500u 8gb 256gb ssd dvd-rw 15.6 inch windows 10 professional lapto	integrated				2.5ghz	intel	intel core i7	6500u		256gb	ddr3l sdram	8gb	£199.97		windows 10 pro	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1200494/hp-omen-870-160na-core-i5-6400-8gb-1tb-128gb-ssd-geforce-gtx-1060-dvd-rw-windows-10-gaming-desktop	hp elitebook 840 g3 core i5 6200u 8gb 256gb ssd 14 inch windows 7 professional laptop	integrated				2.3ghz	intel	intel core i5	6200u		256gb		8gb	£259.98		windows 7 pro	3 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/1163269/lenovo-ideacentre-910-i5-6400t-8gb-1tb-nvidia-940m-2gb-no-odd-windows-10-27-all-in-one	acer travelmate p238-m core i5-6200u 4gb 500gb 13.3 inch windows 10 professional laptop	integrated				2.3ghz	intel	intel core i5	6200u	500gb		ddr3l sdram	4gb	£174.97		windows 10 pro	1 year warranty	13.3in	
http://www.debenhamsplus.com/desktops/p/1203830/fujitsu-celsius-w570-core-i7-7700-16gb-1tb-256gb-ssd-quadro-p4000-dvd-rw-windows-10-professional-gaming-desktop	lenovo thinkpad x1 yoga 250fq core i7-6500u 8gb 256gb ssd windows 10 professional touchscreen laptop	integrated				2.5ghz	intel	intel core i7	6500u		256gb	lpddr3 sdram	8gb	£419.97		windows 10 pro	3 year warranty	14in	2560 x 1440
http://www.debenhamsplus.com/desktops/p/1166264/lenovo-thinkstation-p310-xeon-e3-1245v5-8gb-256gb-ssd-dvd-rw-windows-10-professional-desktop	new apple macbook intel core m3 1.2ghz 256gb ssd 12 inch laptop - silver	integrated				1.2ghz	intel	core m3			256gb	lpddr3 sdram	8gb	£1155		os x 10.12 sierra	1 year warranty	12in	
http://www.debenhamsplus.com/desktops/p/1126366/hp-z240-core-i7-6700-16gb-256gb-ssd-dvd-rw-windows-7-professional-workstation	acer aspire es1-572 core i3-6006u 6gb 128gb ssd dvd-rw 15.6 inch windows 10 laptop	integrated				2ghz	intel	intel core i3	6006u		128gb	ddr4 sdram	6gb	£58.97		windows 10	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1168127/fujitsu-celsius-w550-core-i7-6700-8gb-256gb-ssd-quadro-m2000-dvd-rw-windows-10-professional-workstat	asus pro p2430ua core i5-6200u 4gb 500gb dvd-rw 14 inch windows 10 professional laptop	integrated				2.3ghz	intel	intel core i5	6200u	500gb		ddr4 sdram	4gb	£79.97		windows 10 pro	3 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/1187405/msi-aegis-204eu-core-i7-6700-16gb-1tb-256gb-ssd-geforce-gtx-1070-dvd-rw-windows-10-gaming-desktop	lenovo n23 chromebook celeron n3160 4gb 16gb ssd 11.6 inch chrome os	integrated				1.6ghz	intel	intel celeron	n3160		16gb	ddr3l sdram	4gb	£30.97		chrome os	1 year warranty	11.6in	
http://www.debenhamsplus.com/desktops/p/1169084/hp-flexible-t520-amd-gx-212jc-4gb-32gb-ssd-windows-10-iot-enterprise-thin-client	dell xps 15-9550 core i7-6700hq 16gb 512gb ssd 15.6 inch windows 10 laptop	integrated				2.6ghz	intel	intel core i7	6700hq		512gb		16gb	£158.97		windows 10	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1152470/hewlett-packard-hp-400-g2-core-i5-6500t-8gb-128gb-windows-10-professional-all-in-one	microsoft surface book core i5 8gb 256gb 13.5 inch windows 10 professional laptop	integrated				2.4ghz	intel	intel core i5			256gb	lpddr3 sdram	8gb	£239.97		windows 10 pro	1 year warranty	13.5in	3000 x 2000
http://www.debenhamsplus.com/desktops/p/1206560/stormforce-typhoon-amd-ryzen-7-1700x-16gb-2tb-256gb-ssd-geforce-gtx-1080-dvd-rw-windows-10-gaming-desktop	lenovo e570 core i5-7200 4gb 500gb dvd-rw 15.6 inch windows 10 professional laptop	integrated				2.5ghz	intel	intel core i5	7200	500gb		ddr4 sdram	4gb	£96.97		windows 10 pro	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1207967/stormforce-tornado-core-i5-6400-8gb-1tb-geforce-gtx-1070-dvd-rw-windows-10-gaming-desktop	toshiba tecra a40-c-1df core i5-6200u 8gb 256gb ssd 14 inch windows 10 professional laptop	integrated				2.3ghz	intel	intel core i5	6200u		256gb	ddr3l sdram	8gb	£308.97		windows 10 pro	1 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/1199104/lenovo-ideacentre-y700-34ish-core-i5-6400-8gb-1tb-geforce-gtx-1060-dvd-rw-windows-10-gaming-desktop	msi dominator pro gt72vr 7re core i7-7700hq 16gb 1tb 256gb ssd geforce gtx 1070 dvd-rw 17.3 inch win			geforce gtx 1070	8gb	2.8ghz	intel	intel core i7	i7-7700hq	1tb	256gb	ddr4 sdram	16gb	£348.97		windows 10	2 years warranty	17.3in	
http://www.debenhamsplus.com/desktops/p/1169359/pc-specialist-core-i7-7700-16gb-3tb-240gb-ssd-geforce-gtx-1080-dvd-rw-windows-10-gaming-desktop	dell vostro 3568 core i3-7100u 4gb 128gb ssd dvd-rw 15.6 inch windows 10 professional laptop	integrated				2.4ghz	intel	intel core i3	7100u		128gb	ddr4 sdram	4gb	£55.97		windows 10 pro	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1186486/msi-codex-005eu-core-i5-6400-8gb-1tb-geforce-gtx-1060-dvd-rw-windows-10-gaming-desktop	asus zenbook ux330ua core i7-7500 8gb 512gb ssd 13.3 inch windows 10 laptop	integrated				2.7ghz	intel	intel core i7	7500		512gb	lpddr3 sdram	8gb	£224.97		windows 10	1 year warranty	13.3in	
http://www.debenhamsplus.com/desktops/p/1136473/hp-omen-870-080na-core-i7-6700k-4ghz-32-gb-3tb-512-gb-ssd-dvd-rw-amd-radeon-r9-390x-windows-10-gaming-desktop	medion erazer x7851 core i7-7700hq 16gb 1tb + 256gb ssd geforce gtx 1060 17.3 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1060	6gb	2.8ghz	intel	intel core i7	7700hq	1tb	256gb		16gb	£1450		windows 10	1 year warranty	17.3in	
http://www.debenhamsplus.com/desktops/p/1196855/stormforce-ventus-core-i7-7700-16gb-2tb-128gb-ssd-geforce-gtx-1080ti-dvd-rw-windows-10-gaming-desktop	medion erazer x7843 core i7-6820hk 32gb 1tb + 240gb ssd geforce gtx 980m 8gb 17.3 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 980m	8gb	2.7ghz	intel	intel core i7	6820hk	1tb	240gb		32gb	£444.98		windows 10	1 year warranty	17.3in	
http://www.debenhamsplus.com/desktops/p/1169356/pc-specialist-core-i7-7700-16gb-2tb-geforce-gtx-1070-dvd-rw-windows-10-gaming-desktop	asus zenbook flip ux360ca core m5-7y54 8gb 256gb ssd 13.3 inch windows 10 professional convertible l	integrated				1.2ghz	intel	intel core i5	7y54		256gb	lpddr3 sdram	8gb	£117.97		windows 10 pro	3 year warranty	13.3in	1920 x 1080
http://www.debenhamsplus.com/desktops/p/879343/hewlett-packard-hp-t60-hp-thinpro-amd-gx-17ga-1.65-ghz-dual-core-16gb-mlc-msata-ssd-4gb-ddr3l-1600-sodimm-1x4gb-ram-energy-star-usb-vga-port-thin-client-united-kingdom-uk-english-loca	asus a540la core i3-5005 4gb 1tb dvd-rw 15.6 inch windows 10 laptop	integrated				2ghz	intel	intel core i3	5005	1tb		ddr3l sdram	4gb	£41.97		windows 10	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1211751/hp-eliteone-800-g3-core-i7-7500-8gb-1tb-dvd-rw-23.8-inch-windows-10-professional-all-in-one	asus vivobook e402na-ga005t celeron n3350 4gb 32gb 14 inch windows 10 laptop - white	integrated					intel	intel celeron	n3350	32gb			4gb	£39.97		windows 10	1 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/1212144/asus-a4321ukh-core-i5-7400-4gb-500gb-dvd-rw-19.5-inch-windows-10-professional-all-in-one	toshiba satellite pro a50-c-207 core i7-6500u 8gb 1tb dvd-sm 15.6 inch windows 10 pro laptop	integrated					intel	intel core i7	6500u	1tb		ddr3l sdram	8gb	£136.97		windows 10 pro	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1162895/msi-vr-one-6rd-009uk-core-i7-6820hk-16gb-256gb-ssd-geforce-gtx-1060-windows-10-professional-gaming-backpack-pc	acer travelmate b117-m-p524 intel pentium n3710 4gb 500gb 11.6 inch windows 10 laptop	integrated				1.6ghz	intel	intel pentium	n3710	500gb		ddr3l sdram	4gb			windows 10	1 year warranty	11.6in	
http://www.debenhamsplus.com/desktops/p/1187503/asus-g11cd-uk040t-core-i5-6400-8gb-1tb-geforce-gtx-1060-dvd-rw-windows-10-gaming-desktop	hp elitebook 840 g3 core i7-6500u 8gb 512gb ssd 14 inch windows 10 professional laptop	integrated				2.5ghz	intel	intel core i7	6500u		512gb		8gb	£95.97		windows 10 pro	1 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/1199115/lenovo-ideacentre-510-23ish-core-i5-6400t-8gb-1tb-dvd-rw-23-inch-windows-10-desktop	toshiba satellite pro a50-d-12x core i5 7200u 4gb 128gb ssd 15.6 inch dvd-sm windows 10 laptop	integrated				2.5ghz	intel	intel core i5	7200u		128gb	ddr4 sdram	4gb	£169.99		windows 10	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1163613/fujitsu-celsius-j550-xeon-e3-1240v5-8gb-256gb-ssd-amd-firepro-w4300-dvd-rw-windows-10-professional-gaming-desktop	fujitsu lifebook a557 core i5-7200u 4gb 500gb 15.6 inch windows 10 laptop	integrated				2.5ghz	intel	intel core i5	7200u	500gb		ddr4 sdram	4gb	£55.97		windows 10	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1199100/lenovo-ideacentre-510-23ish-core-i5-6400t-8gb-1tb-gt940mx-dvd-rw-23-inch-windows-10-all-in-one	"linx 12v32 intel atom 2gb ram 32gb hdd 12"" windows 10 tablet with keyboard"						intel	intel atom		32gb			2gb	£269		windows 10		12inch	
http://www.debenhamsplus.com/desktops/p/1176007/stormforce-typhoon-core-i7-7700k-16gb-3tb-256gb-ssd-geforce-gtx-1080-dvd-rw-windows-10-gaming-desktop	lenovo ideapad 310 intel core i5-7200u 8gb 1tb dvd-rw windows 10 laptop - red	integrated					intel	intel core i5	7200u	1tb			8gb	£109.97		windows 10	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1168893/asus-vivomini-vm65n-core-i5-6200u-8gb-1tb-128gb-ssd-windows-10-desktop	hp elitebook 1040 g3 core i7-6500u 8gb 512gb ssd 14 inch windows 10 professional touchscreen laptop	integrated				2.5ghz	intel	intel core i7	6500u		512gb	ddr4 sdram	8gb	£298.97		windows 10 pro	3 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/1057303/hp-proone-400-g-core-i3-6100t-4gb-500gb-dvd-sm-windows-10-professional-touchscreen-all-in-one	hp zbook 15 g3 core i7-6700hq 8gb 1tb 15.6 inch windows 7 professional laptop	integrated				2.6ghz	intel	intel core i7	6700hq	1tb		ddr4 sdram	8gb	£276.97		windows 7 pro	3 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1162864/msi-aegis-core-i5-6400-16gb-1tb-256gb-ssd-geforce-gtx-1070-windows-10-gaming-desktop-with-free-headset-and-mafia-3-game	asus zenbook ux310ua core i7-7500u 8gb 256gb ssd 13.3 inch windows 10 professional laptop	integrated				2.7ghz	intel	intel core i7	7500u		256gb	ddr4 sdram	8gb	£155.97		windows 10 pro	3 year warranty	13.3in	
http://www.debenhamsplus.com/desktops/p/1213062/hp-prodesk-400-g4-core-i3-6100-4gb-128gb-ssd-dvd-rw-windows-10-desktop	lenovo ideapad g50 core i3-5005u 8gb 1tb dvd-rw 15.6 inch windows 10 laptop	integrated				2ghz	intel	intel core i3	5005u	1tb		ddr3l sdram	8gb	£29.97		windows 10	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1196856/stormforce-lux-core-i7-7700k-16gb-3tb-256gb-ssd-geforce-gtx-1080ti-dvd-rw-windows-10-gaming-desktop	hp elitebook 840 g3 core i7-6500u 8gb 256gb ssd 14 inch windows 7 professional laptop	integrated				2.5ghz	intel	intel core i7	6500u		256gb	ddr4 sdram	8gb	£176.97		windows 7 pro	3 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/1124747/lenovo-m800z-touch-aio-ci5-6400-4gb-500gb-dvdrw-intel-integrated-1.5-inch-multi-touch-win10pro-3yr-onsite	hp 250 g5 core i3-5005u 4gb 500gb 15.6 inch windows 10 laptop	integrated				2ghz	intel	intel core i3	5005u	500gb		ddr3l sdram	4gb	£28.97		windows 10	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1021242/wacom-cintiq-7qhd-560x1440-7-touch-display-and-pen	lenovo t460s core i7-6600u 8gb 256gb ssd 14 inch windows 7 professional laptop	integrated				2.6ghz	intel	intel core i7	6600u		256gb	ddr4 sdram	8gb	£1737		windows 7 pro	3 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/1193197/hp-prodesk-600-g3-core-i3-7100-3.9ghz-4gb-500gb-dvd-writwr-windows-10-professional-desktop	asus zenbook ux310ua core i3-7100 4gb 256gb ssd 13.3 inch windows 10 laptop	integrated				2.4ghz	intel	intel core i3	7100u		256gb	ddr4 sdram	4gb	£88.97		windows 10	1 year warranty	13.3in	
http://www.debenhamsplus.com/desktops/p/1193912/hp-prodesk-600-g3-core-i5-7500-3.4ghz-4gb-500gb-dvd-rw-windows-10-professional-desktop	medion x7853 core i7-7700hq 16gb 1tb + 256gb ssd geforce gtx 1070 17.3 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 1070	8gb	2.8ghz	intel	intel core i7	7700hq	1tb	256gb		16gb	£1695		windows 10	1 year warranty	17.3in	
http://www.debenhamsplus.com/desktops/p/1168612/asus-core-i5-7400-8gb-2tb-128gb-ssd-geforce-gtx-1050-dvd-rw-windows-10-gaming-desktop	hp 15-ba101na amd a9-9410 8gb 2tb dvd-rw 15.6 inch windows 10 laptop	integrated	amd			2.9ghz	amd	a9	9410	2tb		ddr4 sdram	8gb	£134.98		windows 10	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1129370/hp-z440-intel-xeon-e5-1620v4-3.5ghz-16-gb-1tb-dvd-rw-windows-7-professional-workstation-desktop	dell latitude 3560 core i3-5005u 4gb 500gb 15.6 inch windows 10 professional laptop	integrated				2ghz	intel	intel core i3	5005u	500gb		ddr3l sdram	4gb	£62.97		windows 10 pro	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1188929/fujitsu-celsius-w550-xeon-e3-1220v5-8gb-1tb-quadro-k620-dvd-rw-windows-10-professional-workstation	lenovo thinkpad e560 core i5-6200u 4gb 500gb dvd-rw 15.6 inch windows 10 professional laptop	integrated				2.3ghz	intel	intel core i5	6200u	500gb		ddr3l sdram	4gb	£96.97		windows 10 pro	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1151281/hewlett-packard-hp-400-g2-core-i3-6100t-4gb-500gb-20-inch-windows-10-professional-all-in-one	pc specialist optimus viii bd17 core i5-7300hq 8gb 1tb + 128gb ssd geforce gtx 1050ti 17.3 inch wind	dedicated	nvidia	geforce gtx 1050ti		2.5ghz	intel	intel core i5	7300hq	1tb	128gb		8gb	£144.97		windows 10		17.3in	
http://www.debenhamsplus.com/desktops/p/1176121/zoostorm-evolve-amd-a8-7600-8gb-1tb-dvd-rw-windows-10-desktop	hp zbook 15u g3 core i7-6500u 16gb 256gb ssd windows 10 professional laptop	integrated				2.5ghz	intel	intel core i7	6500u		256gb	ddr4 sdram	16gb	£99.97		windows 10 pro	3 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1196863/pc-specialist-osiris-striker-amd-ryzen-1600-8gb-1tb-120gb-ssd-geforce-gtx-1060-dvd-rw-windows-10-desktop	lenovo thinkpad l560 20f1 core i5-6200u 4gb 500gb dvd-rw 15.6 inch windows 7 professional laptop	integrated				2.3ghz	intel	intel core i5	6200u	500gb		ddr3l sdram	4gb	£78.97		windows 7 pro	1 year warranty	15.6in	
http://www.debenhamsplus.com/desktops/p/1144564/lenovo-thinkstation-p410-xeon-e5-1650v4-16gb-256gb-ssd-dvd-rw-windows-10-professional-desktop	asus zenbook 3 ux390ua core i7-7500u 16gb 512gb ssd 12.5 inch windows 10 laptop	integrated				2.7ghz	intel	intel core i7	7500u		512gb	lpddr3 sdram	16gb	£263.97		windows 10	1 year warranty	12.5in	
http://www.debenhamsplus.com/desktops/p/1144762/asus-rog-g11cd-uk009t-core-i5-6400-8gb-1tb-geforce-gtx-970-4gb-windows-10-desktop	asus vivobook pro core i5-6300hq 12gb 512gb ssd geforce gtx 950m dvd-rw 17.3 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 950m		2.3ghz	intel	intel core i5	6300hq		512gb		12gb	£254.98		windows 10		17.3in	
http://www.debenhamsplus.com/desktops/p/1196784/acer-aspire-c20-720-celeron-j3060-4gb-1tb-dvd-rw-19.5-inch-windows-10-all-in-one	acer swift 1 sf114-31-p4j3 intel pentium n3710 4gb 128gb ssd 14 inch windows 10 laptop	integrated				1.6ghz	intel	intel pentium	n3710		128gb	ddr3l sdram	4gb	£72.97		windows 10	1 year warranty	14in	
http://www.debenhamsplus.com/desktops/p/1179509/zoostorm-voyager-core-i3-7100-8gb-1tb-geforce-gtx-1050ti-dvd-rw-windows-10-gaming-desktop	acer aspire f 15 f5-573g core i5-7200u 8gb 1tb + 256gb ssd dvd-rw geforce gtx 950m 15.6 inch windows 10 gaming laptop	dedicated	nvidia	geforce gtx 950m	4gb	2.5ghz	intel	intel core i5	i5-7200u	1tb	256gb	ddr4 sdram	8gb	£120.97		windows 10 home	1 year warranty	15.6in	
